target_project,used_project,wait_days,method,n_tree_bst,theta_imb_bst,theta_cl_bst,gmean_bst,r1_bst,r0_bst,mcc_bst
corefx,['rails'],15,odasc_aio,15,0.95,0.8,0.59698,0.78975,0.55554,0.37255
corefx,['tomcat'],15,odasc_aio,15,0.95,0.8,0.59666,0.78755,0.53806,0.34367
corefx,['node'],15,odasc_aio,15,0.95,0.8,0.58469,0.6489,0.64955,0.32036
corefx,['npm'],15,odasc_aio,15,0.95,0.8,0.57039,0.62595,0.66644,0.32166
corefx,['panda'],15,odasc_aio,15,0.95,0.8,0.56687,0.72607,0.54632,0.291
corefx,['pytorch'],15,odasc_aio,15,0.95,0.8,0.56302,0.38777,0.83601,0.25389
corefx,['jgroups'],15,odasc_aio,15,0.95,0.8,0.55698,0.69737,0.57565,0.30098
corefx,['brackets'],15,odasc_aio,15,0.95,0.8,0.55141,0.7922,0.47198,0.29104
corefx,['tensorflow'],15,odasc_aio,15,0.95,0.8,0.54785,0.39096,0.82798,0.24305
corefx,['homebrew'],15,odasc_aio,15,0.95,0.8,0.54127,0.37953,0.83307,0.23952
corefx,['vscode'],15,odasc_aio,15,0.95,0.8,0.53931,0.37673,0.83307,0.23698
corefx,['googleflutter'],15,odasc_aio,15,0.95,0.8,0.53544,0.35501,0.86858,0.25175
corefx,['django'],15,odasc_aio,15,0.95,0.8,0.51256,0.75812,0.42703,0.20904
corefx,['corefx'],15,oob,30,0.95,-1,0.50924,0.3303,0.85051,0.21738
corefx,['ansible'],15,oob_aio,30,0.95,-1,0.6832,0.67576,0.71989,0.41041
corefx,['rust'],15,oob_aio,30,0.95,-1,0.68177,0.68916,0.70816,0.41202
corefx,['wp-calypso'],15,oob_aio,30,0.95,-1,0.67863,0.59725,0.79194,0.40854
corefx,['elasticsearch'],15,oob_aio,30,0.95,-1,0.67299,0.77002,0.61621,0.40323
corefx,['broadleaf'],15,oob_aio,30,0.95,-1,0.62159,0.7559,0.61518,0.39157
corefx,['neutron'],15,oob_aio,30,0.95,-1,0.61591,0.74057,0.63202,0.39605
corefx,['rails'],15,oob_aio,30,0.95,-1,0.61566,0.76104,0.61617,0.40521
corefx,['fabric'],15,oob_aio,30,0.95,-1,0.6096,0.68254,0.67722,0.38834
corefx,['camel'],15,oob_aio,30,0.95,-1,0.60608,0.69405,0.66482,0.38692
corefx,['nova'],15,oob_aio,30,0.95,-1,0.60482,0.70461,0.65077,0.38227
corefx,['tomcat'],15,oob_aio,30,0.95,-1,0.60301,0.79293,0.54259,0.3524
corefx,['pytorch'],15,oob_aio,30,0.95,-1,0.5924,0.41861,0.85391,0.30232
corefx,['node'],15,oob_aio,30,0.95,-1,0.58514,0.65584,0.65928,0.34145
corefx,['brackets'],15,oob_aio,30,0.95,-1,0.58148,0.75836,0.55328,0.33636
corefx,['panda'],15,oob_aio,30,0.95,-1,0.57167,0.68954,0.60146,0.31406
corefx,['jgroups'],15,oob_aio,30,0.95,-1,0.56668,0.6836,0.60407,0.31413
corefx,['npm'],15,oob_aio,30,0.95,-1,0.56388,0.60248,0.6811,0.31849
corefx,['django'],15,oob_aio,30,0.95,-1,0.53381,0.68993,0.52867,0.23939
corefx,['googleflutter'],15,oob_aio,30,0.95,-1,0.52152,0.32605,0.89565,0.26377
corefx,['homebrew'],15,oob_aio,30,0.95,-1,0.50951,0.33067,0.8503,0.21738
corefx,['tensorflow'],15,oob_aio,30,0.95,-1,0.50921,0.3303,0.85046,0.21731
corefx,['vscode'],15,oob_aio,30,0.95,-1,0.50921,0.3303,0.85046,0.21731
corefx,['corefx'],15,pbsa,20,0.99,0,0.50084,0.31312,0.87483,0.24062
corefx,['broadleaf'],15,pbsa_aio,20,0.99,0,0.68649,0.77531,0.65452,0.4503
corefx,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.67395,0.60769,0.75392,0.37213
corefx,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.67306,0.59022,0.78917,0.39684
corefx,['rust'],15,pbsa_aio,20,0.99,0,0.6225,0.71733,0.56199,0.29018
corefx,['ansible'],15,pbsa_aio,20,0.99,0,0.61531,0.52294,0.74017,0.26963
corefx,['camel'],15,pbsa_aio,20,0.99,0,0.60813,0.61251,0.66089,0.28498
corefx,['npm'],15,pbsa_aio,20,0.99,0,0.607,0.71177,0.6035,0.3213
corefx,['tomcat'],15,pbsa_aio,20,0.99,0,0.60624,0.77357,0.58357,0.38
corefx,['nova'],15,pbsa_aio,20,0.99,0,0.60401,0.63679,0.66889,0.3335
corefx,['pytorch'],15,pbsa_aio,20,0.99,0,0.60223,0.57359,0.70649,0.30598
corefx,['node'],15,pbsa_aio,20,0.99,0,0.59796,0.70938,0.61718,0.34891
corefx,['panda'],15,pbsa_aio,20,0.99,0,0.59712,0.75372,0.58915,0.36795
corefx,['rails'],15,pbsa_aio,20,0.99,0,0.57339,0.6952,0.59461,0.31123
corefx,['brackets'],15,pbsa_aio,20,0.99,0,0.57159,0.70165,0.58679,0.3077
corefx,['jgroups'],15,pbsa_aio,20,0.99,0,0.56627,0.60769,0.68154,0.32285
corefx,['fabric'],15,pbsa_aio,20,0.99,0,0.55576,0.62367,0.62975,0.26799
corefx,['django'],15,pbsa_aio,20,0.99,0,0.54761,0.72154,0.52616,0.27007
corefx,['neutron'],15,pbsa_aio,20,0.99,0,0.53193,0.57126,0.68138,0.2963
corefx,['homebrew'],15,pbsa_aio,20,0.99,0,0.5008,0.31308,0.87488,0.24065
corefx,['tensorflow'],15,pbsa_aio,20,0.99,0,0.5008,0.31308,0.87488,0.24065
corefx,['vscode'],15,pbsa_aio,20,0.99,0,0.5008,0.31308,0.87488,0.24065
corefx,['googleflutter'],15,pbsa_aio,20,0.99,0,0.39923,0.18705,0.92747,0.17532
django,['django'],15,odasc,30,0.9,0.9,0.48898,0.51857,0.58796,0.11102
django,['jgroups'],15,odasc_aio,30,0.9,0.9,0.53982,0.47121,0.66002,0.14302
django,['brackets'],15,odasc_aio,30,0.9,0.9,0.49094,0.52058,0.58863,0.11363
django,['homebrew'],15,odasc_aio,30,0.9,0.9,0.4903,0.51949,0.58929,0.11344
django,['corefx'],15,odasc_aio,30,0.9,0.9,0.48965,0.52168,0.586,0.11216
django,['wp-calypso'],15,odasc_aio,30,0.9,0.9,0.48913,0.52229,0.58473,0.11143
django,['elasticsearch'],15,odasc_aio,30,0.9,0.9,0.48843,0.52053,0.58441,0.10903
django,['nova'],15,odasc_aio,30,0.9,0.9,0.48821,0.52345,0.58224,0.10957
django,['tensorflow'],15,odasc_aio,30,0.9,0.9,0.48728,0.51871,0.5861,0.10933
django,['googleflutter'],15,odasc_aio,30,0.9,0.9,0.48687,0.51927,0.58442,0.10784
django,['vscode'],15,odasc_aio,30,0.9,0.9,0.48635,0.51815,0.58487,0.10743
django,['rust'],15,odasc_aio,30,0.9,0.9,0.48627,0.5207,0.58294,0.10783
django,['broadleaf'],15,odasc_aio,30,0.9,0.9,0.48503,0.51833,0.58103,0.1029
django,['tomcat'],15,odasc_aio,30,0.9,0.9,0.48457,0.5264,0.57403,0.10402
django,['node'],15,odasc_aio,30,0.9,0.9,0.48335,0.52973,0.56893,0.10161
django,['fabric'],15,odasc_aio,30,0.9,0.9,0.48311,0.52803,0.57048,0.10159
django,['neutron'],15,odasc_aio,30,0.9,0.9,0.48311,0.52262,0.57611,0.10224
django,['panda'],15,odasc_aio,30,0.9,0.9,0.48302,0.52518,0.57342,0.10195
django,['ansible'],15,odasc_aio,30,0.9,0.9,0.48297,0.52117,0.57584,0.10059
django,['npm'],15,odasc_aio,30,0.9,0.9,0.48281,0.52337,0.57362,0.10042
django,['camel'],15,odasc_aio,30,0.9,0.9,0.48194,0.5192,0.57592,0.09858
django,['pytorch'],15,odasc_aio,30,0.9,0.9,0.47775,0.51531,0.57342,0.09179
django,['rails'],15,odasc_aio,30,0.9,0.9,0.46398,0.6278,0.51135,0.16035
django,['django'],15,oob,30,0.95,-1,0.47891,0.4825,0.60094,0.08854
django,['jgroups'],15,oob_aio,30,0.95,-1,0.52489,0.44611,0.65386,0.10715
django,['ansible'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['brackets'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['broadleaf'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['camel'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['corefx'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['elasticsearch'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['fabric'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['googleflutter'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['homebrew'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['neutron'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['node'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['nova'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['npm'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['panda'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['pytorch'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['rust'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['tensorflow'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['tomcat'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['vscode'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['wp-calypso'],15,oob_aio,30,0.95,-1,0.47885,0.48264,0.60069,0.08841
django,['rails'],15,oob_aio,30,0.95,-1,0.41793,0.66621,0.44017,0.12669
django,['django'],15,pbsa,20,0.99,0,0.48745,0.50272,0.6075,0.11776
django,['jgroups'],15,pbsa_aio,20,0.99,0,0.58484,0.64149,0.59864,0.26671
django,['ansible'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['brackets'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['broadleaf'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['camel'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['corefx'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['fabric'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['googleflutter'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['homebrew'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['neutron'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['node'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['nova'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['npm'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['panda'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['pytorch'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['rust'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['tensorflow'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['tomcat'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['vscode'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.48739,0.50285,0.60728,0.11765
django,['rails'],15,pbsa_aio,20,0.99,0,0.47548,0.70672,0.44772,0.1794
elasticsearch,['elasticsearch'],15,odasc,10,0.999,0.8,0.27276,0.11601,0.93438,0.09841
elasticsearch,['broadleaf'],15,odasc_aio,10,0.999,0.8,0.55315,0.55881,0.67838,0.26285
elasticsearch,['rails'],15,odasc_aio,10,0.999,0.8,0.52958,0.58604,0.58191,0.19108
elasticsearch,['node'],15,odasc_aio,10,0.999,0.8,0.5032,0.53232,0.62425,0.18503
elasticsearch,['django'],15,odasc_aio,10,0.999,0.8,0.49522,0.49423,0.66665,0.19053
elasticsearch,['camel'],15,odasc_aio,10,0.999,0.8,0.48121,0.32882,0.87496,0.26052
elasticsearch,['panda'],15,odasc_aio,10,0.999,0.8,0.46811,0.2756,0.87032,0.1851
elasticsearch,['jgroups'],15,odasc_aio,10,0.999,0.8,0.39126,0.24743,0.83855,0.12715
elasticsearch,['tomcat'],15,odasc_aio,10,0.999,0.8,0.35662,0.41005,0.64664,0.08862
elasticsearch,['rust'],15,odasc_aio,10,0.999,0.8,0.31078,0.14098,0.91966,0.1017
elasticsearch,['wp-calypso'],15,odasc_aio,10,0.999,0.8,0.28924,0.12678,0.92814,0.10136
elasticsearch,['nova'],15,odasc_aio,10,0.999,0.8,0.28865,0.12446,0.9311,0.10491
elasticsearch,['tensorflow'],15,odasc_aio,10,0.999,0.8,0.278,0.11803,0.93546,0.10303
elasticsearch,['ansible'],15,odasc_aio,10,0.999,0.8,0.27798,0.12003,0.93146,0.09976
elasticsearch,['pytorch'],15,odasc_aio,10,0.999,0.8,0.27694,0.11925,0.93228,0.09982
elasticsearch,['googleflutter'],15,odasc_aio,10,0.999,0.8,0.27503,0.11829,0.9322,0.09828
elasticsearch,['brackets'],15,odasc_aio,10,0.999,0.8,0.27486,0.11742,0.93396,0.10021
elasticsearch,['neutron'],15,odasc_aio,10,0.999,0.8,0.274,0.11699,0.93365,0.09893
elasticsearch,['fabric'],15,odasc_aio,10,0.999,0.8,0.27386,0.11557,0.93485,0.09927
elasticsearch,['corefx'],15,odasc_aio,10,0.999,0.8,0.27352,0.11695,0.93347,0.09821
elasticsearch,['homebrew'],15,odasc_aio,10,0.999,0.8,0.26752,0.11278,0.93431,0.09491
elasticsearch,['vscode'],15,odasc_aio,10,0.999,0.8,0.26537,0.11068,0.93789,0.09741
elasticsearch,['npm'],15,odasc_aio,10,0.999,0.8,0.25053,0.08499,0.93971,0.06044
elasticsearch,['elasticsearch'],15,oob,30,0.99,-1,0.47604,0.29411,0.87457,0.20297
elasticsearch,['broadleaf'],15,oob_aio,30,0.99,-1,0.53662,0.50723,0.72097,0.26992
elasticsearch,['node'],15,oob_aio,30,0.99,-1,0.53539,0.50297,0.70091,0.24575
elasticsearch,['jgroups'],15,oob_aio,30,0.99,-1,0.51161,0.60646,0.58588,0.21839
elasticsearch,['npm'],15,oob_aio,30,0.99,-1,0.49721,0.33317,0.83252,0.18585
elasticsearch,['rails'],15,oob_aio,30,0.99,-1,0.48495,0.44878,0.72663,0.21596
elasticsearch,['ansible'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['brackets'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['corefx'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['fabric'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['googleflutter'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['homebrew'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['neutron'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['pytorch'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['tensorflow'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['vscode'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['wp-calypso'],15,oob_aio,30,0.99,-1,0.47585,0.29385,0.87463,0.2028
elasticsearch,['django'],15,oob_aio,30,0.99,-1,0.4703,0.49689,0.60192,0.12498
elasticsearch,['rust'],15,oob_aio,30,0.99,-1,0.46295,0.27005,0.88586,0.1941
elasticsearch,['camel'],15,oob_aio,30,0.99,-1,0.46036,0.30801,0.84358,0.18901
elasticsearch,['tomcat'],15,oob_aio,30,0.99,-1,0.45467,0.46018,0.70034,0.21637
elasticsearch,['nova'],15,oob_aio,30,0.99,-1,0.4451,0.24134,0.90459,0.19074
elasticsearch,['panda'],15,oob_aio,30,0.99,-1,0.43302,0.21554,0.90709,0.17014
elasticsearch,['elasticsearch'],15,pbsa,20,0.99,0,0.44674,0.25762,0.891,0.18374
elasticsearch,['jgroups'],15,pbsa_aio,20,0.99,0,0.52296,0.62844,0.57744,0.23181
elasticsearch,['broadleaf'],15,pbsa_aio,20,0.99,0,0.51757,0.42486,0.7729,0.24389
elasticsearch,['node'],15,pbsa_aio,20,0.99,0,0.50632,0.48343,0.68741,0.21252
elasticsearch,['rails'],15,pbsa_aio,20,0.99,0,0.48451,0.44953,0.72444,0.21552
elasticsearch,['npm'],15,pbsa_aio,20,0.99,0,0.48075,0.31151,0.84359,0.17237
elasticsearch,['django'],15,pbsa_aio,20,0.99,0,0.44694,0.5137,0.5714,0.10909
elasticsearch,['ansible'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['brackets'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['corefx'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['fabric'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['googleflutter'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['homebrew'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['neutron'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['pytorch'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['tensorflow'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['vscode'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.44653,0.25737,0.89104,0.18355
elasticsearch,['panda'],15,pbsa_aio,20,0.99,0,0.44146,0.22388,0.90705,0.17966
elasticsearch,['tomcat'],15,pbsa_aio,20,0.99,0,0.43654,0.46379,0.68346,0.19395
elasticsearch,['rust'],15,pbsa_aio,20,0.99,0,0.43391,0.23823,0.89693,0.17313
elasticsearch,['camel'],15,pbsa_aio,20,0.99,0,0.41812,0.36009,0.74293,0.14396
elasticsearch,['nova'],15,pbsa_aio,20,0.99,0,0.41721,0.21285,0.91311,0.1703
fabric,['fabric'],15,odasc,30,0.95,0.9,0.56482,0.45073,0.76748,0.22774
fabric,['rust'],15,odasc_aio,30,0.95,0.9,0.61375,0.53921,0.71127,0.25923
fabric,['neutron'],15,odasc_aio,30,0.95,0.9,0.56704,0.65318,0.61197,0.29682
fabric,['pytorch'],15,odasc_aio,30,0.95,0.9,0.56408,0.45037,0.76661,0.22656
fabric,['corefx'],15,odasc_aio,30,0.95,0.9,0.56384,0.45065,0.76547,0.22549
fabric,['elasticsearch'],15,odasc_aio,30,0.95,0.9,0.56284,0.40183,0.81312,0.23589
fabric,['brackets'],15,odasc_aio,30,0.95,0.9,0.56278,0.45358,0.75757,0.21939
fabric,['googleflutter'],15,odasc_aio,30,0.95,0.9,0.56259,0.45253,0.75896,0.21998
fabric,['vscode'],15,odasc_aio,30,0.95,0.9,0.56244,0.4468,0.76866,0.22554
fabric,['wp-calypso'],15,odasc_aio,30,0.95,0.9,0.56164,0.44496,0.76882,0.22368
fabric,['homebrew'],15,odasc_aio,30,0.95,0.9,0.5611,0.44331,0.77122,0.22514
fabric,['ansible'],15,odasc_aio,30,0.95,0.9,0.55995,0.44572,0.76514,0.22017
fabric,['tensorflow'],15,odasc_aio,30,0.95,0.9,0.55742,0.43451,0.77622,0.22222
fabric,['camel'],15,odasc_aio,30,0.95,0.9,0.54547,0.76294,0.48486,0.28633
fabric,['npm'],15,odasc_aio,30,0.95,0.9,0.50232,0.66679,0.47479,0.15966
fabric,['node'],15,odasc_aio,30,0.95,0.9,0.484,0.49134,0.63675,0.14847
fabric,['broadleaf'],15,odasc_aio,30,0.95,0.9,0.48074,0.2706,0.86571,0.16932
fabric,['nova'],15,odasc_aio,30,0.95,0.9,0.46473,0.75996,0.38529,0.1626
fabric,['rails'],15,odasc_aio,30,0.95,0.9,0.46242,0.79311,0.37297,0.18455
fabric,['django'],15,odasc_aio,30,0.95,0.9,0.43435,0.67643,0.37232,0.07726
fabric,['jgroups'],15,odasc_aio,30,0.95,0.9,0.41852,0.63598,0.33544,-0.01464
fabric,['panda'],15,odasc_aio,30,0.95,0.9,0.41565,0.74588,0.4374,0.22173
fabric,['tomcat'],15,odasc_aio,30,0.95,0.9,0.33756,0.8132,0.1692,-0.00011
fabric,['fabric'],15,oob,10,0.95,-1,0.52086,0.36067,0.81579,0.19631
fabric,['npm'],15,oob_aio,10,0.95,-1,0.61429,0.59544,0.67085,0.28114
fabric,['elasticsearch'],15,oob_aio,10,0.95,-1,0.5921,0.48243,0.76953,0.27131
fabric,['rust'],15,oob_aio,10,0.95,-1,0.57874,0.50988,0.67114,0.18739
fabric,['camel'],15,oob_aio,10,0.95,-1,0.54467,0.69358,0.54878,0.27852
fabric,['neutron'],15,oob_aio,10,0.95,-1,0.52787,0.39087,0.79438,0.20469
fabric,['ansible'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['brackets'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['corefx'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['googleflutter'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['homebrew'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['pytorch'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['tensorflow'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['vscode'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['wp-calypso'],15,oob_aio,10,0.95,-1,0.52088,0.36072,0.81578,0.19635
fabric,['rails'],15,oob_aio,10,0.95,-1,0.50784,0.70049,0.49155,0.21819
fabric,['node'],15,oob_aio,10,0.95,-1,0.48717,0.47292,0.67635,0.1791
fabric,['nova'],15,oob_aio,10,0.95,-1,0.47822,0.6163,0.52594,0.17395
fabric,['panda'],15,oob_aio,10,0.95,-1,0.47654,0.45096,0.6972,0.18339
fabric,['tomcat'],15,oob_aio,10,0.95,-1,0.46782,0.71698,0.37756,0.1228
fabric,['django'],15,oob_aio,10,0.95,-1,0.46124,0.5886,0.49309,0.10536
fabric,['jgroups'],15,oob_aio,10,0.95,-1,0.45779,0.55166,0.48875,0.05686
fabric,['broadleaf'],15,oob_aio,10,0.95,-1,0.44309,0.2219,0.90511,0.17382
fabric,['fabric'],15,pbsa,20,0.99,0,0.47727,0.29569,0.83693,0.159
fabric,['elasticsearch'],15,pbsa_aio,20,0.99,0,0.60222,0.50545,0.74702,0.27115
fabric,['node'],15,pbsa_aio,20,0.99,0,0.54668,0.68133,0.5435,0.24936
fabric,['broadleaf'],15,pbsa_aio,20,0.99,0,0.53678,0.60021,0.62003,0.2524
fabric,['camel'],15,pbsa_aio,20,0.99,0,0.53252,0.65338,0.54423,0.22358
fabric,['tomcat'],15,pbsa_aio,20,0.99,0,0.52575,0.7672,0.43057,0.22377
fabric,['npm'],15,pbsa_aio,20,0.99,0,0.52249,0.51553,0.63545,0.17069
fabric,['rails'],15,pbsa_aio,20,0.99,0,0.50706,0.72269,0.45251,0.19727
fabric,['nova'],15,pbsa_aio,20,0.99,0,0.47953,0.63659,0.48357,0.14383
fabric,['ansible'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['brackets'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['corefx'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['googleflutter'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['homebrew'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['pytorch'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['tensorflow'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['vscode'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['wp-calypso'],15,pbsa_aio,20,0.99,0,0.47725,0.29568,0.83696,0.15904
fabric,['panda'],15,pbsa_aio,20,0.99,0,0.47602,0.44452,0.71255,0.19942
fabric,['jgroups'],15,pbsa_aio,20,0.99,0,0.47392,0.6847,0.42769,0.12703
fabric,['neutron'],15,pbsa_aio,20,0.99,0,0.4702,0.29926,0.83076,0.15753
fabric,['django'],15,pbsa_aio,20,0.99,0,0.45755,0.63909,0.4477,0.10432
fabric,['rust'],15,pbsa_aio,20,0.99,0,0.32617,0.88504,0.13913,0.04254
googleflutter,['googleflutter'],15,odasc,5,0.9,0.8,nan,nan,1,nan
googleflutter,['ansible'],15,odasc_aio,5,0.9,0.8,nan,nan,0.74227,nan
googleflutter,['brackets'],15,odasc_aio,5,0.9,0.8,nan,nan,0.46915,nan
googleflutter,['broadleaf'],15,odasc_aio,5,0.9,0.8,nan,nan,0.85926,nan
googleflutter,['camel'],15,odasc_aio,5,0.9,0.8,nan,nan,0.71942,nan
googleflutter,['corefx'],15,odasc_aio,5,0.9,0.8,nan,nan,0.99059,nan
googleflutter,['django'],15,odasc_aio,5,0.9,0.8,nan,nan,0.61029,nan
googleflutter,['elasticsearch'],15,odasc_aio,5,0.9,0.8,nan,nan,0.66127,nan
googleflutter,['fabric'],15,odasc_aio,5,0.9,0.8,nan,nan,0.90355,nan
googleflutter,['homebrew'],15,odasc_aio,5,0.9,0.8,nan,nan,1,nan
googleflutter,['jgroups'],15,odasc_aio,5,0.9,0.8,nan,nan,0.75398,nan
googleflutter,['neutron'],15,odasc_aio,5,0.9,0.8,nan,nan,0.74008,nan
googleflutter,['node'],15,odasc_aio,5,0.9,0.8,nan,nan,0.76107,nan
googleflutter,['nova'],15,odasc_aio,5,0.9,0.8,nan,nan,0.69496,nan
googleflutter,['npm'],15,odasc_aio,5,0.9,0.8,nan,nan,0.82261,nan
googleflutter,['panda'],15,odasc_aio,5,0.9,0.8,nan,nan,0.76444,nan
googleflutter,['pytorch'],15,odasc_aio,5,0.9,0.8,nan,nan,0.95638,nan
googleflutter,['rails'],15,odasc_aio,5,0.9,0.8,nan,nan,0.66453,nan
googleflutter,['rust'],15,odasc_aio,5,0.9,0.8,nan,nan,0.88315,nan
googleflutter,['tensorflow'],15,odasc_aio,5,0.9,0.8,nan,nan,1,nan
googleflutter,['tomcat'],15,odasc_aio,5,0.9,0.8,nan,nan,0.77773,nan
googleflutter,['vscode'],15,odasc_aio,5,0.9,0.8,nan,nan,1,nan
googleflutter,['wp-calypso'],15,odasc_aio,5,0.9,0.8,nan,nan,0.98389,nan
googleflutter,['googleflutter'],15,oob,5,0.9,-1,nan,nan,1,nan
