target_project,used_project,wait_days,method,gmean_bst,r1_bst,r0_bst,mcc_bst
brackets,['django'],15,oob,0.56236,0.55051,0.65583,0.22431
panda,['brackets'],15,oob,0.56764,0.43301,0.79433,0.24855
camel,['wp-calypso'],15,pbsa,0.61864,0.51808,0.75909,0.28972
neutron,['camel'],15,oob,0.64519,0.61736,0.70975,0.33825
tensorflow,['neutron'],15,pbsa,0.62903,0.67415,0.64337,0.33300
npm,['brackets'],15,oob,0.49789,0.32063,0.82029,0.17154
ansible,['fabric'],15,oob,0.51971,0.31759,0.88776,0.25706
panda,['fabric'],15,pbsa,0.64613,0.60160,0.74905,0.36354
neutron,['brackets'],15,odasc,0.67563,0.70633,0.65654,0.36635
tomcat,['camel'],15,oob,0.54537,0.38557,0.83342,0.24798
ansible,['jgroups'],15,pbsa,0.60322,0.63997,0.67462,0.34294
corefx,['broadleaf'],15,oob,0.57549,0.42882,0.86678,0.35657
vscode,['npm'],15,pbsa,0.57043,0.47094,0.79124,0.30331
tomcat,['rust'],15,pbsa,0.51399,0.36294,0.79826,0.18054
npm,['brackets'],15,odasc,0.48820,0.34942,0.73905,0.10403
nova,['camel'],15,odasc,0.58743,0.68616,0.57532,0.27963
corefx,['node'],15,pbsa,0.59129,0.48179,0.78062,0.28978
npm,['nova'],15,pbsa,0.46735,0.27143,0.84395,0.14735
vscode,['brackets'],15,oob,0.55810,0.64799,0.68553,0.38471
nova,['corefx'],15,pbsa,0.62618,0.58728,0.70321,0.30048
brackets,['jgroups'],15,pbsa,0.53631,0.62428,0.57780,0.22905
camel,['broadleaf'],15,odasc,0.62633,0.57496,0.70740,0.29127
rust,['homebrew'],15,oob,0.60573,0.48362,0.83418,0.35622
tomcat,['tensorflow'],15,pbsa,0.51439,0.36385,0.79802,0.18116
rails,['googleflutter'],15,pbsa,0.48516,0.32870,0.80200,0.16124
tensorflow,['node'],15,pbsa,0.60736,0.68352,0.59352,0.29203
elasticsearch,['brackets'],15,pbsa,0.52473,0.33809,0.87214,0.25401
rails,['corefx'],15,oob,0.47362,0.37726,0.74734,0.16126
panda,['googleflutter'],15,pbsa,0.58764,0.48450,0.75590,0.25310
elasticsearch,['brackets'],15,oob,0.51705,0.32548,0.87280,0.24164
vscode,['panda'],15,pbsa,0.62780,0.64237,0.74425,0.41397
fabric,['django'],15,oob,0.56526,0.50080,0.69124,0.20575
broadleaf,['corefx'],15,oob,0.58194,0.45944,0.78497,0.25323
jgroups,['googleflutter'],15,oob,0.27468,0.10017,0.94853,0.08873
ansible,['googleflutter'],15,oob,0.60261,0.52647,0.76705,0.32108
wp-calypso,['camel'],15,pbsa,0.55778,0.50386,0.65466,0.15923
brackets,['neutron'],15,pbsa,0.59089,0.63468,0.63007,0.28980
wp-calypso,['corefx'],15,oob,0.49463,0.31623,0.84234,0.17757
rails,['googleflutter'],15,odasc,0.49060,0.38356,0.75850,0.17309
ansible,['neutron'],15,pbsa,0.63870,0.60438,0.75046,0.37789
tomcat,['vscode'],15,pbsa,0.51439,0.36385,0.79802,0.18116
broadleaf,['rails'],15,pbsa,0.58638,0.59458,0.60865,0.21437
npm,['panda'],15,pbsa,0.47578,0.29907,0.82265,0.15137
neutron,['corefx'],15,oob,0.55074,0.39076,0.81560,0.23106
tomcat,['camel'],15,odasc,0.59324,0.53228,0.71829,0.26070
vscode,['pytorch'],15,pbsa,0.58136,0.46798,0.81561,0.33151
corefx,['nova'],15,pbsa,0.57740,0.41856,0.84829,0.31253
brackets,['elasticsearch'],15,oob,0.57503,0.46565,0.77380,0.25721
brackets,['django'],15,odasc,0.57182,0.67706,0.53662,0.22810
fabric,['rails'],15,pbsa,0.60137,0.58507,0.67327,0.27265
jgroups,['corefx'],15,pbsa,0.47820,0.36171,0.76442,0.13172
googleflutter,['corefx'],15,pbsa,0.21035,0.06432,0.98403,0.09004
homebrew,['camel'],15,oob,0.52889,0.61662,0.57625,0.26935
node,['camel'],15,pbsa,0.59539,0.51667,0.72926,0.26211
tomcat,['wp-calypso'],15,pbsa,0.51439,0.36385,0.79802,0.18116
ansible,['homebrew'],15,oob,0.60255,0.52638,0.76704,0.32098
npm,['pytorch'],15,pbsa,0.49232,0.31484,0.81023,0.14767
django,['corefx'],15,pbsa,0.60139,0.47687,0.80241,0.30119
brackets,['node'],15,pbsa,0.58137,0.65269,0.57295,0.23663
homebrew,['django'],15,pbsa,0.55712,0.53576,0.63760,0.28049
neutron,['elasticsearch'],15,pbsa,0.63459,0.59629,0.71537,0.31944
panda,['homebrew'],15,pbsa,0.58785,0.48457,0.75615,0.25343
pytorch,['broadleaf'],15,oob,0.50013,0.30823,0.91806,0.27287
tensorflow,['nova'],15,pbsa,0.63444,0.64502,0.66789,0.32338
nova,['corefx'],15,odasc,0.64680,0.63770,0.68215,0.32432
corefx,['npm'],15,pbsa,0.63224,0.51547,0.82143,0.36637
node,['broadleaf'],15,oob,0.58910,0.44117,0.80797,0.26938
fabric,['elasticsearch'],15,oob,0.59533,0.45179,0.80034,0.27336
jgroups,['homebrew'],15,oob,0.27845,0.10330,0.94944,0.09458
googleflutter,['ansible'],15,odasc,0.59497,0.39267,0.90852,0.40264
rails,['homebrew'],15,odasc,0.49060,0.38356,0.75850,0.17309
broadleaf,['rust'],15,pbsa,0.56898,0.61475,0.59958,0.21905
pytorch,['camel'],15,pbsa,0.62279,0.64155,0.63275,0.28287
tomcat,['corefx'],15,oob,0.53834,0.41791,0.76745,0.20231
ansible,['node'],15,pbsa,0.64118,0.64946,0.69470,0.36157
fabric,['brackets'],15,odasc,0.57793,0.53337,0.68503,0.23238
wp-calypso,['corefx'],15,pbsa,0.45137,0.25874,0.87540,0.16048
rails,['homebrew'],15,pbsa,0.48516,0.32870,0.80200,0.16124
vscode,['ansible'],15,odasc,0.58962,0.62303,0.71618,0.37116
tensorflow,['npm'],15,pbsa,0.63809,0.71096,0.59984,0.32151
rust,['camel'],15,pbsa,0.59852,0.53966,0.77575,0.35388
rust,['jgroups'],15,oob,0.58225,0.47412,0.82609,0.35104
camel,['broadleaf'],15,oob,0.61914,0.53170,0.74587,0.28976
brackets,['nova'],15,pbsa,0.53144,0.66981,0.48092,0.16308
fabric,['rust'],15,pbsa,0.58579,0.75669,0.51085,0.27717
fabric,['googleflutter'],15,oob,0.56688,0.41304,0.80249,0.23389
homebrew,['ansible'],15,odasc,0.52722,0.40236,0.75079,0.22310
broadleaf,['tensorflow'],15,pbsa,0.58569,0.46662,0.78041,0.25579
corefx,['panda'],15,pbsa,0.56907,0.43598,0.82808,0.30965
ansible,['jgroups'],15,oob,0.58501,0.58536,0.70635,0.32318
node,['broadleaf'],15,odasc,0.61450,0.48951,0.78417,0.28644
tensorflow,['brackets'],15,oob,0.63032,0.60682,0.69061,0.30543
fabric,['tensorflow'],15,pbsa,0.55862,0.40094,0.80344,0.22336
brackets,['npm'],15,pbsa,0.62044,0.60748,0.67183,0.28984
corefx,['pytorch'],15,pbsa,0.61042,0.44813,0.85499,0.34064
fabric,['homebrew'],15,oob,0.56685,0.41292,0.80269,0.23399
jgroups,['neutron'],15,oob,0.27570,0.10141,0.94790,0.08918
broadleaf,['brackets'],15,odasc,0.59127,0.63982,0.59819,0.23957
tensorflow,['panda'],15,pbsa,0.60897,0.69676,0.57723,0.28670
tomcat,['corefx'],15,odasc,0.56936,0.56679,0.64136,0.21628
googleflutter,['django'],15,pbsa,0.31983,0.14387,0.76776,-0.07511
corefx,['brackets'],15,odasc,0.58508,0.49333,0.76280,0.28292
rust,['neutron'],15,oob,0.59741,0.48163,0.81667,0.33271
ansible,['neutron'],15,oob,0.59987,0.54089,0.76101,0.33561
neutron,['fabric'],15,pbsa,0.66746,0.64181,0.71857,0.36947
panda,['jgroups'],15,pbsa,0.54576,0.59576,0.58315,0.19725
camel,['corefx'],15,odasc,0.63443,0.56077,0.73766,0.30744
django,['camel'],15,oob,0.57335,0.41831,0.83729,0.29243
broadleaf,['tomcat'],15,pbsa,0.63204,0.58689,0.69761,0.29726
django,['brackets'],15,odasc,0.62137,0.52104,0.78222,0.31969
rails,['django'],15,oob,0.48044,0.37771,0.74917,0.16009
jgroups,['broadleaf'],15,odasc,0.48504,0.41106,0.70988,0.12042
npm,['rails'],15,pbsa,0.55908,0.54267,0.62064,0.17246
tensorflow,['pytorch'],15,pbsa,0.60916,0.50176,0.77393,0.28825
node,['corefx'],15,pbsa,0.56090,0.39265,0.81268,0.22918
brackets,['fabric'],15,oob,0.52688,0.36825,0.81236,0.20475
wp-calypso,['django'],15,oob,0.50214,0.44099,0.59971,0.06743
vscode,['rails'],15,pbsa,0.57093,0.51987,0.75573,0.32835
fabric,['tomcat'],15,pbsa,0.56866,0.50344,0.70605,0.22768
brackets,['panda'],15,pbsa,0.55107,0.58757,0.63504,0.24910
ansible,['nova'],15,pbsa,0.57610,0.61114,0.62506,0.25398
jgroups,['django'],15,pbsa,0.47714,0.33902,0.79972,0.15001
broadleaf,['vscode'],15,pbsa,0.58529,0.46622,0.78001,0.25496
npm,['broadleaf'],15,oob,0.46899,0.29476,0.81398,0.13669
nova,['django'],15,pbsa,0.61023,0.55848,0.72342,0.30127
panda,['broadleaf'],15,oob,0.51486,0.35443,0.86494,0.24798
elasticsearch,['broadleaf'],15,pbsa,0.52802,0.34527,0.88294,0.28385
brackets,['elasticsearch'],15,odasc,0.57930,0.56099,0.65955,0.22945
wp-calypso,['django'],15,pbsa,0.50816,0.48014,0.55789,0.06884
nova,['camel'],15,oob,0.60804,0.60923,0.67366,0.29996
fabric,['vscode'],15,pbsa,0.55959,0.40200,0.80425,0.22533
brackets,['pytorch'],15,pbsa,0.58236,0.61691,0.61810,0.25382
homebrew,['corefx'],15,oob,0.56145,0.68281,0.59583,0.36748
neutron,['googleflutter'],15,pbsa,0.55222,0.39237,0.81055,0.22646
broadleaf,['wp-calypso'],15,pbsa,0.58546,0.46607,0.78070,0.25561
fabric,['jgroups'],15,oob,0.59131,0.51499,0.73625,0.27101
ansible,['node'],15,oob,0.60782,0.55386,0.75090,0.33332
pytorch,['ansible'],15,odasc,0.54298,0.72614,0.47207,0.21061
panda,['neutron'],15,pbsa,0.57543,0.43867,0.80431,0.26400
homebrew,['elasticsearch'],15,pbsa,0.51871,0.45126,0.65538,0.22460
tensorflow,['ansible'],15,odasc,0.65916,0.82304,0.53830,0.37956
rust,['corefx'],15,pbsa,0.60999,0.51975,0.76577,0.30337
neutron,['django'],15,oob,0.55733,0.43664,0.81416,0.29159
vscode,['broadleaf'],15,oob,0.52800,0.53330,0.71717,0.29797
fabric,['wp-calypso'],15,pbsa,0.55965,0.40226,0.80381,0.22505
googleflutter,['camel'],15,oob,0.58560,0.38878,0.88678,0.34397
jgroups,['node'],15,oob,0.28320,0.10342,0.94755,0.09448
rust,['node'],15,oob,0.54560,0.44355,0.79791,0.29450
corefx,['camel'],15,oob,0.60124,0.46568,0.85255,0.36604
ansible,['npm'],15,pbsa,0.61933,0.58179,0.73466,0.34399
rust,['camel'],15,odasc,0.62121,0.54319,0.79841,0.37673
brackets,['googleflutter'],15,oob,0.58256,0.55927,0.68524,0.26557
pytorch,['corefx'],15,pbsa,0.57471,0.64437,0.58564,0.23479
npm,['rust'],15,pbsa,0.50837,0.49966,0.59885,0.10514
panda,['camel'],15,odasc,0.52418,0.74523,0.42239,0.19240
npm,['broadleaf'],15,odasc,0.43766,0.28833,0.81228,0.11888
django,['elasticsearch'],15,pbsa,0.60139,0.47687,0.80241,0.30119
fabric,['neutron'],15,oob,0.53637,0.37054,0.81547,0.20870
neutron,['homebrew'],15,pbsa,0.54059,0.37601,0.81835,0.21973
rails,['jgroups'],15,pbsa,0.55329,0.51926,0.67209,0.20924
broadleaf,['django'],15,oob,0.63691,0.59226,0.70977,0.31723
camel,['corefx'],15,oob,0.61555,0.50437,0.77206,0.29117
npm,['tensorflow'],15,pbsa,0.49506,0.32224,0.80335,0.14654
vscode,['rust'],15,pbsa,0.60576,0.52054,0.81857,0.39169
elasticsearch,['broadleaf'],15,odasc,0.60560,0.48859,0.81251,0.32927
nova,['django'],15,odasc,0.61950,0.69173,0.58878,0.29046
rails,['elasticsearch'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['jgroups'],15,odasc,0.58412,0.54302,0.65196,0.20062
brackets,['fabric'],15,odasc,0.57158,0.64912,0.55182,0.20833
vscode,['brackets'],15,odasc,0.56446,0.66721,0.66992,0.37558
tomcat,['django'],15,oob,0.55539,0.43348,0.75115,0.20371
jgroups,['elasticsearch'],15,pbsa,0.47620,0.35641,0.76784,0.13058
neutron,['broadleaf'],15,odasc,0.68244,0.67327,0.71677,0.39780
ansible,['broadleaf'],15,odasc,0.59599,0.57898,0.71832,0.32384
jgroups,['nova'],15,oob,0.27570,0.10161,0.94873,0.09055
homebrew,['fabric'],15,pbsa,0.48579,0.76801,0.53294,0.39645
elasticsearch,['broadleaf'],15,oob,0.50464,0.30307,0.89692,0.25214
brackets,['rails'],15,pbsa,0.52486,0.74453,0.43038,0.19276
panda,['corefx'],15,odasc,0.65657,0.64205,0.68925,0.33474
panda,['node'],15,pbsa,0.65848,0.62751,0.70959,0.34237
vscode,['tensorflow'],15,pbsa,0.55925,0.57648,0.65400,0.25070
ansible,['panda'],15,pbsa,0.55484,0.50109,0.76873,0.31890
fabric,['broadleaf'],15,odasc,0.60348,0.60648,0.65456,0.26747
corefx,['rails'],15,pbsa,0.57813,0.45616,0.79357,0.28156
rust,['corefx'],15,odasc,0.62612,0.53354,0.80712,0.36891
wp-calypso,['elasticsearch'],15,pbsa,0.52776,0.41983,0.74667,0.16581
wp-calypso,['camel'],15,odasc,0.56826,0.59114,0.56399,0.16499
django,['corefx'],15,oob,0.57376,0.42225,0.82908,0.28405
brackets,['googleflutter'],15,odasc,0.59099,0.67449,0.57780,0.26433
npm,['tomcat'],15,pbsa,0.55117,0.54355,0.62895,0.18960
googleflutter,['corefx'],15,oob,0.24864,0.09017,0.98585,0.13435
nova,['elasticsearch'],15,pbsa,0.60859,0.63759,0.63825,0.28753
rust,['nova'],15,oob,0.61254,0.49207,0.83719,0.37552
googleflutter,['elasticsearch'],15,pbsa,0.35474,0.17368,0.84298,0.08379
brackets,['homebrew'],15,oob,0.58253,0.55928,0.68517,0.26554
ansible,['nova'],15,oob,0.54918,0.59572,0.59561,0.20582
neutron,['jgroups'],15,pbsa,0.59272,0.56504,0.70443,0.28779
rails,['neutron'],15,odasc,0.49060,0.38356,0.75850,0.17309
ansible,['pytorch'],15,pbsa,0.65023,0.58335,0.75455,0.35392
brackets,['rust'],15,pbsa,0.46075,0.84696,0.28614,0.16508
npm,['vscode'],15,pbsa,0.49536,0.32258,0.80351,0.14713
rust,['django'],15,pbsa,0.60613,0.51522,0.80969,0.36451
nova,['corefx'],15,oob,0.61951,0.55974,0.72971,0.30401
vscode,['tomcat'],15,pbsa,0.57069,0.65489,0.61330,0.29163
jgroups,['npm'],15,oob,0.27827,0.10427,0.94693,0.09220
pytorch,['camel'],15,oob,0.59686,0.46309,0.80728,0.29387
corefx,['broadleaf'],15,odasc,0.63248,0.50353,0.83868,0.37845
wp-calypso,['elasticsearch'],15,oob,0.53317,0.43732,0.72549,0.16189
homebrew,['googleflutter'],15,pbsa,0.54107,0.36939,0.78418,0.28597
django,['fabric'],15,pbsa,0.60139,0.47687,0.80241,0.30119
fabric,['node'],15,oob,0.57202,0.46311,0.75426,0.23717
brackets,['homebrew'],15,odasc,0.59109,0.67466,0.57784,0.26455
brackets,['tensorflow'],15,pbsa,0.60159,0.64627,0.60737,0.26618
rails,['neutron'],15,pbsa,0.48516,0.32870,0.80200,0.16124
jgroups,['camel'],15,odasc,0.48627,0.41436,0.70923,0.12268
npm,['wp-calypso'],15,pbsa,0.49461,0.31977,0.80889,0.15071
django,['broadleaf'],15,odasc,0.62150,0.52125,0.78220,0.31986
tensorflow,['rails'],15,pbsa,0.58812,0.76116,0.51060,0.28965
rails,['fabric'],15,oob,0.47362,0.37726,0.74734,0.16126
wp-calypso,['fabric'],15,pbsa,0.53785,0.47629,0.67015,0.14699
homebrew,['django'],15,oob,0.52617,0.61124,0.58994,0.28670
vscode,['wp-calypso'],15,pbsa,0.59586,0.48230,0.79599,0.31961
corefx,['rust'],15,pbsa,0.64633,0.58827,0.73519,0.33891
jgroups,['fabric'],15,pbsa,0.48029,0.36461,0.76382,0.13376
rust,['npm'],15,oob,0.55341,0.35556,0.89891,0.31384
neutron,['elasticsearch'],15,oob,0.59352,0.48316,0.77436,0.27728
googleflutter,['brackets'],15,odasc,0.43519,0.22682,0.81139,0.15254
nova,['elasticsearch'],15,odasc,0.60895,0.70704,0.58173,0.30145
wp-calypso,['corefx'],15,odasc,0.53942,0.44383,0.74320,0.18650
panda,['nova'],15,pbsa,0.52487,0.51824,0.61535,0.13900
node,['django'],15,pbsa,0.48993,0.48761,0.68370,0.20101
rails,['node'],15,odasc,0.49060,0.38356,0.75850,0.17309
ansible,['npm'],15,oob,0.59711,0.47663,0.79991,0.30982
brackets,['tomcat'],15,pbsa,0.55825,0.66448,0.54967,0.23491
tensorflow,['broadleaf'],15,oob,0.64688,0.66367,0.65827,0.32959
broadleaf,['elasticsearch'],15,oob,0.58025,0.45662,0.78663,0.25366
jgroups,['panda'],15,oob,0.27997,0.10491,0.94737,0.09338
googleflutter,['fabric'],15,pbsa,0.32769,0.13245,0.95516,0.15202
corefx,['tensorflow'],15,pbsa,0.58728,0.40066,0.88892,0.33195
tomcat,['elasticsearch'],15,oob,0.54426,0.43309,0.75714,0.20597
pytorch,['django'],15,pbsa,0.57374,0.66809,0.51394,0.19006
rails,['node'],15,pbsa,0.48516,0.32870,0.80200,0.16124
tomcat,['django'],15,odasc,0.58112,0.68624,0.50843,0.19986
brackets,['vscode'],15,pbsa,0.60246,0.64177,0.61376,0.26822
neutron,['node'],15,pbsa,0.45774,0.55028,0.58752,0.15274
wp-calypso,['googleflutter'],15,pbsa,0.46081,0.28033,0.83823,0.13535
nova,['fabric'],15,pbsa,0.62719,0.59204,0.69994,0.30162
rust,['elasticsearch'],15,pbsa,0.60904,0.49664,0.80865,0.34017
googleflutter,['homebrew'],15,pbsa,0.00000,0.00000,0.99778,-0.02441
fabric,['nova'],15,oob,0.46500,0.38978,0.69505,0.10509
rust,['panda'],15,oob,0.57061,0.43114,0.84651,0.33740
tensorflow,['brackets'],15,odasc,0.62442,0.71041,0.59013,0.30752
brackets,['wp-calypso'],15,pbsa,0.60181,0.64525,0.60877,0.26657
homebrew,['jgroups'],15,pbsa,0.51356,0.77510,0.54133,0.41250
ansible,['panda'],15,oob,0.53031,0.44187,0.80227,0.30080
node,['camel'],15,oob,0.58502,0.46536,0.76236,0.24589
panda,['npm'],15,pbsa,0.61809,0.60993,0.67559,0.29938
googleflutter,['django'],15,oob,0.33610,0.16125,0.75852,-0.07693
rails,['nova'],15,odasc,0.49060,0.38356,0.75850,0.17309
django,['googleflutter'],15,pbsa,0.60139,0.47687,0.80241,0.30119
corefx,['tomcat'],15,pbsa,0.59212,0.45833,0.84884,0.35752
wp-calypso,['homebrew'],15,pbsa,0.50891,0.39485,0.76361,0.16488
django,['elasticsearch'],15,oob,0.57376,0.42225,0.82908,0.28405
jgroups,['pytorch'],15,oob,0.28323,0.10697,0.94716,0.09674
pytorch,['brackets'],15,odasc,0.60097,0.74076,0.51194,0.26780
wp-calypso,['fabric'],15,oob,0.53442,0.43037,0.73342,0.17040
panda,['django'],15,odasc,0.48867,0.80059,0.32970,0.15827
rails,['nova'],15,pbsa,0.48516,0.32870,0.80200,0.16124
rails,['googleflutter'],15,oob,0.47362,0.37726,0.74734,0.16126
panda,['pytorch'],15,pbsa,0.59684,0.48909,0.77564,0.28121
nova,['fabric'],15,odasc,0.64670,0.63881,0.68121,0.32465
corefx,['django'],15,oob,0.55808,0.44832,0.76804,0.24933
fabric,['npm'],15,oob,0.59541,0.47845,0.78190,0.28217
ansible,['rails'],15,pbsa,0.60156,0.65172,0.64950,0.32118
camel,['django'],15,odasc,0.61876,0.75180,0.53652,0.29969
corefx,['vscode'],15,pbsa,0.58682,0.40016,0.88860,0.33098
jgroups,['googleflutter'],15,pbsa,0.47973,0.36292,0.76528,0.13405
rust,['pytorch'],15,oob,0.60573,0.48361,0.83418,0.35622
elasticsearch,['camel'],15,pbsa,0.56793,0.44491,0.81432,0.28790
homebrew,['brackets'],15,odasc,0.47650,0.74598,0.54486,0.39071
node,['elasticsearch'],15,pbsa,0.59130,0.45591,0.78005,0.25189
brackets,['jgroups'],15,oob,0.55071,0.55294,0.65794,0.24195
rust,['django'],15,odasc,0.60489,0.54331,0.76517,0.33821
ansible,['pytorch'],15,oob,0.62077,0.50697,0.80210,0.33887
tensorflow,['rust'],15,pbsa,0.58843,0.78280,0.49436,0.29064
googleflutter,['jgroups'],15,pbsa,0.24654,0.07605,0.94025,0.13692
nova,['googleflutter'],15,pbsa,0.62582,0.58778,0.70271,0.30070
homebrew,['neutron'],15,pbsa,0.61923,0.52408,0.75004,0.39782
vscode,['broadleaf'],15,odasc,0.54424,0.58805,0.67380,0.29864
corefx,['wp-calypso'],15,pbsa,0.66834,0.52494,0.85926,0.41201
rails,['npm'],15,odasc,0.49060,0.38356,0.75850,0.17309
broadleaf,['fabric'],15,oob,0.60156,0.48747,0.78790,0.28278
npm,['camel'],15,oob,0.53870,0.46276,0.68946,0.16826
rails,['npm'],15,pbsa,0.48516,0.32870,0.80200,0.16124
node,['corefx'],15,oob,0.56365,0.40068,0.80697,0.23153
fabric,['panda'],15,oob,0.41600,0.23671,0.88263,0.17229
pytorch,['corefx'],15,oob,0.52272,0.34649,0.86688,0.23932
wp-calypso,['jgroups'],15,pbsa,0.46630,0.28375,0.82775,0.15289
wp-calypso,['googleflutter'],15,oob,0.45749,0.26586,0.84830,0.13136
tomcat,['fabric'],15,oob,0.53834,0.41791,0.76745,0.20231
tomcat,['elasticsearch'],15,odasc,0.56960,0.57809,0.62872,0.21447
rust,['fabric'],15,pbsa,0.60846,0.50000,0.79625,0.32236
panda,['camel'],15,oob,0.53221,0.39989,0.78072,0.20100
neutron,['nova'],15,pbsa,0.53778,0.73320,0.48213,0.21938
jgroups,['rails'],15,oob,0.25032,0.07761,0.95604,0.07261
camel,['django'],15,oob,0.66354,0.68411,0.65618,0.34627
googleflutter,['neutron'],15,pbsa,0.03757,0.00924,0.95100,0.01487
node,['fabric'],15,pbsa,0.57100,0.41806,0.79714,0.23532
nova,['googleflutter'],15,odasc,0.64677,0.63918,0.68088,0.32463
brackets,['neutron'],15,oob,0.59666,0.52769,0.73856,0.29129
django,['homebrew'],15,pbsa,0.60139,0.47687,0.80241,0.30119
vscode,['camel'],15,oob,0.58613,0.52405,0.77896,0.34769
node,['camel'],15,odasc,0.60263,0.54896,0.69462,0.25483
fabric,['pytorch'],15,oob,0.58144,0.44364,0.78961,0.24890
nova,['homebrew'],15,pbsa,0.62545,0.58512,0.70461,0.30012
ansible,['rust'],15,pbsa,0.62080,0.59561,0.71199,0.32729
panda,['elasticsearch'],15,odasc,0.67291,0.70032,0.66820,0.37402
panda,['rails'],15,pbsa,0.55259,0.71221,0.46612,0.19509
rails,['panda'],15,odasc,0.49060,0.38356,0.75850,0.17309
brackets,['jgroups'],15,odasc,0.55097,0.69643,0.50127,0.21645
rails,['homebrew'],15,oob,0.47362,0.37726,0.74734,0.16126
rails,['panda'],15,pbsa,0.48516,0.32870,0.80200,0.16124
jgroups,['homebrew'],15,pbsa,0.47656,0.35736,0.76678,0.12998
homebrew,['elasticsearch'],15,oob,0.48309,0.55257,0.57397,0.22959
tensorflow,['tomcat'],15,pbsa,0.60711,0.70955,0.56998,0.29680
django,['camel'],15,odasc,0.62024,0.51498,0.78876,0.32189
neutron,['fabric'],15,oob,0.63991,0.56555,0.75695,0.33348
wp-calypso,['neutron'],15,pbsa,0.55936,0.46990,0.67411,0.18979
elasticsearch,['corefx'],15,pbsa,0.52217,0.32731,0.88205,0.25469
broadleaf,['googleflutter'],15,oob,0.58192,0.45923,0.78523,0.25334
homebrew,['node'],15,pbsa,0.55077,0.45948,0.70135,0.28906
nova,['django'],15,oob,0.60684,0.58412,0.68454,0.28457
ansible,['tensorflow'],15,pbsa,0.63862,0.61691,0.71943,0.35215
wp-calypso,['homebrew'],15,oob,0.50478,0.38364,0.76556,0.15660
jgroups,['rust'],15,oob,0.28094,0.10524,0.94724,0.09379
rust,['elasticsearch'],15,odasc,0.61123,0.50544,0.82434,0.37215
node,['googleflutter'],15,pbsa,0.56098,0.39284,0.81256,0.22920
rust,['googleflutter'],15,pbsa,0.60949,0.51901,0.76567,0.30256
neutron,['npm'],15,pbsa,0.55916,0.61528,0.63193,0.26098
googleflutter,['broadleaf'],15,odasc,0.45859,0.28395,0.85879,0.14452
elasticsearch,['camel'],15,odasc,0.62097,0.50961,0.81018,0.34357
tensorflow,['camel'],15,oob,0.68172,0.67010,0.70295,0.37593
googleflutter,['elasticsearch'],15,oob,0.40013,0.20268,0.84812,0.13017
camel,['elasticsearch'],15,odasc,0.63443,0.56077,0.73766,0.30744
googleflutter,['node'],15,pbsa,0.34520,0.13222,0.96375,0.23852
brackets,['neutron'],15,odasc,0.55349,0.69954,0.54179,0.25915
panda,['rust'],15,pbsa,0.45457,0.82956,0.30161,0.16847
npm,['corefx'],15,oob,0.50298,0.32608,0.82014,0.17531
tomcat,['fabric'],15,odasc,0.56936,0.56679,0.64136,0.21628
rails,['pytorch'],15,pbsa,0.48516,0.32870,0.80200,0.16124
rails,['pytorch'],15,odasc,0.49060,0.38356,0.75850,0.17309
nova,['homebrew'],15,odasc,0.64642,0.63828,0.68083,0.32356
brackets,['node'],15,oob,0.60026,0.55927,0.69286,0.26562
rust,['rails'],15,oob,0.61606,0.61384,0.70238,0.33891
pytorch,['elasticsearch'],15,pbsa,0.57906,0.58146,0.60973,0.19670
panda,['tensorflow'],15,pbsa,0.58787,0.48458,0.75619,0.25348
tensorflow,['vscode'],15,pbsa,0.64104,0.58120,0.72917,0.31661
node,['corefx'],15,odasc,0.57251,0.41906,0.81132,0.25482
fabric,['camel'],15,odasc,0.63523,0.69796,0.60489,0.31012
panda,['fabric'],15,odasc,0.70167,0.73531,0.68460,0.42426
wp-calypso,['django'],15,odasc,0.50702,0.60331,0.46392,0.09099
jgroups,['corefx'],15,odasc,0.48460,0.40821,0.71350,0.12153
wp-calypso,['node'],15,pbsa,0.53453,0.40133,0.72792,0.18353
neutron,['camel'],15,odasc,0.64399,0.70655,0.60955,0.32304
node,['homebrew'],15,pbsa,0.56092,0.39261,0.81286,0.22938
jgroups,['tensorflow'],15,oob,0.28033,0.10483,0.94792,0.09427
broadleaf,['homebrew'],15,oob,0.58197,0.45935,0.78518,0.25339
ansible,['tomcat'],15,pbsa,0.59872,0.62808,0.68585,0.34629
nova,['jgroups'],15,pbsa,0.63302,0.65923,0.64552,0.31485
jgroups,['neutron'],15,pbsa,0.47829,0.36118,0.76530,0.13223
npm,['camel'],15,odasc,0.54798,0.46057,0.68285,0.15228
rust,['tensorflow'],15,oob,0.60573,0.48362,0.83418,0.35622
rust,['homebrew'],15,pbsa,0.60999,0.51975,0.76577,0.30337
broadleaf,['camel'],15,odasc,0.65204,0.75886,0.56630,0.33625
homebrew,['fabric'],15,oob,0.47086,0.74972,0.54089,0.38674
rails,['rust'],15,pbsa,0.48516,0.32870,0.80200,0.16124
tensorflow,['broadleaf'],15,odasc,0.64879,0.71343,0.61254,0.33317
rust,['fabric'],15,odasc,0.62052,0.51713,0.82930,0.38494
fabric,['rails'],15,oob,0.59486,0.54968,0.70453,0.27092
rails,['rust'],15,odasc,0.49060,0.38356,0.75850,0.17309
camel,['elasticsearch'],15,oob,0.61555,0.50437,0.77206,0.29117
